dataset,horizon_days,threshold,feature,n,n_pos,point_biserial_r,p_value,p_adj_fdr,significant_fdr_10pct
B_coinbase_multiyear,30,10,vol_7d,28621,5,0.007877478038706153,0.18264541049382632,0.3898484391194745,False
B_coinbase_multiyear,30,10,narr_defi,28621,5,-0.007811426747599631,0.18634154071516776,0.3908914188911605,False
B_coinbase_multiyear,30,10,price_above_ma7,28621,5,0.006819730972181718,0.24862009695813034,0.4751406297422046,False
B_coinbase_multiyear,30,10,ret_30d,28621,5,0.0056172747529375415,0.3419689567727696,0.5986049683154372,False
B_coinbase_multiyear,30,10,ret_3d,28621,5,0.004939427112314932,0.40337538593353883,0.6628716533175352,False
B_coinbase_multiyear,30,10,narr_gaming,28621,5,-0.004152672798532445,0.4823606549774483,0.7277722162817641,False
B_coinbase_multiyear,30,10,narr_ai,28621,5,-0.0038742581775830977,0.5122032725190148,0.7424069905050888,False
B_coinbase_multiyear,30,10,narr_rwa,28621,5,-0.0036493505317224868,0.5369954499118169,0.7682806792330145,False
B_coinbase_multiyear,30,10,narr_memecoin,28621,5,-0.003393805424523414,0.5658785966526889,0.7684035680862829,False
B_coinbase_multiyear,30,10,vol_30d,28621,5,-0.0020793713879002198,0.7250124792852227,0.8917222768034461,False
B_coinbase_multiyear,30,10,ret_2d,28621,5,0.0016738682842519536,0.7770476348487989,0.918895091472511,False
B_coinbase_multiyear,30,10,vol_rel_7d,28621,5,-0.0016115336108956323,0.7851427448881492,0.918895091472511,False
B_coinbase_multiyear,30,10,ret_1d,28621,5,0.0012294136893550556,0.8352445580029448,0.927813161853096,False
B_coinbase_multiyear,30,10,universe_vol_chg_7d,28621,5,-0.00039803462783858805,0.9463145892502702,0.969055590908399,False
B_coinbase_multiyear,30,10,vol_rel_30d,28621,5,0.00019886345406079642,0.9731628394723157,0.9846118140543431,False
B_coinbase_multiyear,90,5,btc_ret_90d,28612,277,0.07192288290986966,3.921523558250405e-34,1.0117530780286045e-31,True
B_coinbase_multiyear,90,5,coin_age_days,4885,90,-0.13232727685355597,1.5837066077280633e-20,1.5465849682728565e-18,True
B_coinbase_multiyear,90,5,narr_l1,28621,277,0.04783895002512835,5.607576852039354e-16,3.6168870695653834e-14,True
B_coinbase_multiyear,90,5,narr_depin,28621,277,0.04231462697093607,7.975578541156643e-13,2.939570376597734e-11,True
B_coinbase_multiyear,90,5,narr_defi,28621,277,0.03098754115730468,1.5762509295177654e-07,3.6970249074143954e-06,True
B_coinbase_multiyear,90,5,ret_30d,28621,277,0.029980063507671205,3.918632857385806e-07,7.776979055427215e-06,True
B_coinbase_multiyear,90,5,price_above_ma30,28621,277,0.029426421610313624,6.38651675209218e-07,1.1628429970369548e-05,True
B_coinbase_multiyear,90,5,ma7_above_ma30,28621,277,0.029357516579894737,6.782762847866497e-07,1.1628429970369548e-05,True
B_coinbase_multiyear,90,5,dist_from_high_90d,26770,227,0.028602402613884886,2.8613058796354457e-06,3.691084584729725e-05,True
B_coinbase_multiyear,90,5,ret_14d,28621,277,0.02615041880881533,9.661048936186481e-06,0.00011645427230350111,True
B_coinbase_multiyear,90,5,narr_memecoin,28621,277,-0.023899751976003112,5.261437722486928e-05,0.000542980372960651,True
B_coinbase_multiyear,90,5,dist_from_high_30d,28621,277,0.023189938884433957,8.724628951278629e-05,0.0008657516420884178,True
B_coinbase_multiyear,90,5,ret_7d,28621,277,0.022109550745649895,0.00018348608306296616,0.0016323934286291471,True
B_coinbase_multiyear,90,5,narr_l2,28621,277,0.020613282367975216,0.0004875221491081168,0.0036994327785262976,True
B_coinbase_multiyear,90,5,narr_ai,28621,277,-0.018079195019615836,0.0022229371882065314,0.013340137280786903,True
B_coinbase_multiyear,90,5,ret_1d,28621,277,0.017114491004544038,0.0037858995030992573,0.021705823817769074,True
B_coinbase_multiyear,90,5,price_above_ma7,28621,277,0.01703763106096159,0.00394575959885862,0.022130564706641823,True
B_coinbase_multiyear,90,5,universe_vol_chg_7d,28621,277,0.015890740454516845,0.007179387120459509,0.03324248846421094,True
B_coinbase_multiyear,90,5,vol_30d,28621,277,0.014948012312068638,0.011442159755283747,0.04783410915739599,True
B_coinbase_multiyear,90,5,ret_3d,28621,277,0.014502737547066312,0.01414508801373591,0.05702238605537289,True
B_coinbase_multiyear,90,5,vol_7d,28621,277,0.014099211717703813,0.017066003226685503,0.06475042400713028,True
B_coinbase_multiyear,90,5,ret_2d,28621,277,0.010918187980115074,0.06473478336632914,0.18557304565014351,False
