date,n1,n2,n3,n4,n5,e1,e2,cal_day_of_week,cal_day_of_month,cal_day_of_year,cal_iso_week,cal_month,cal_quarter,cal_year,cal_season,cal_day_even,cal_month_even,cal_month_period,cal_year_period,cal_days_since_jan1,cal_days_until_dec31,astro_moon_age_days,astro_moon_illumination_pct,astro_moon_phase,astro_earth_moon_distance_km,astro_earth_sun_distance_km
2020-02-04,21,23,33,35,47,6,7,1,4,35,6,2,1,2020,Hiver,True,True,Début,Début,34,331,10.929166197704035,76.4507064819336,Premier Quartier,385163.67125048453,147463491.3659247
2020-02-07,9,15,17,25,40,3,9,4,7,38,6,2,1,2020,Hiver,False,True,Début,Début,37,328,13.929166197922314,96.93157196044922,Lune Gibbeuse Croissante,367980.92751999944,147533576.8475506
2020-02-11,24,26,32,43,46,6,10,1,11,42,7,2,1,2020,Hiver,False,True,Milieu,Début,41,324,17.92916619766038,90.74822998046875,Pleine Lune,361246.0114461351,147638606.9859821
2020-02-14,5,20,35,41,49,6,10,4,14,45,7,2,1,2020,Hiver,True,True,Milieu,Début,44,321,20.929166198104213,62.26413345336914,Lune Gibbeuse Décroissante,371111.7439567773,147725589.66705853
2020-02-18,11,32,34,38,47,2,10,1,18,49,8,2,1,2020,Hiver,True,True,Milieu,Début,48,317,24.929166197987797,21.1254825592041,Dernier Quartier,389036.1783310195,147849978.0218526
2020-02-21,7,23,30,32,45,5,9,4,21,52,8,2,1,2020,Hiver,False,True,Fin,Début,51,314,27.92916619789321,3.148860216140747,Dernier Croissant,399169.6564967082,147947723.19355533
2020-02-25,1,4,18,27,42,4,6,1,25,56,9,2,1,2020,Hiver,False,True,Fin,Début,55,310,2.186103136242309,4.491246700286865,Nouvelle Lune,406107.7067790064,148082446.03603446
2020-02-28,8,11,20,22,23,3,4,4,28,59,9,2,1,2020,Hiver,True,True,Fin,Début,58,307,5.1861031361841015,22.578840255737305,Premier Croissant,403701.86212109396,148186522.08457616
2020-03-03,4,14,27,44,45,1,10,1,3,63,10,3,1,2020,Printemps,False,False,Début,Début,62,303,9.186103136482416,60.2968864440918,Premier Quartier,386337.6838755656,148329760.4022401
2020-03-06,15,38,43,45,46,1,11,4,6,66,10,3,1,2020,Printemps,True,False,Début,Début,65,300,12.186103136089514,88.05631256103516,Lune Gibbeuse Croissante,367800.1896243267,148441451.33644447
2020-03-10,11,23,30,37,43,5,12,1,10,70,11,3,1,2020,Printemps,True,False,Début,Début,69,296,16.186103136453312,97.97563171386719,Pleine Lune,357433.13498371386,148597547.5758011
2020-03-13,3,11,21,27,36,9,10,4,13,73,11,3,1,2020,Printemps,False,False,Milieu,Début,72,293,19.186103136344173,77.01842498779297,Lune Gibbeuse Décroissante,367976.6433108709,148719974.2504479
2020-03-17,5,7,8,16,20,2,12,1,17,77,12,3,1,2020,Printemps,False,False,Milieu,Début,76,289,23.186103136373276,35.437660217285156,Dernier Quartier,390338.43858220713,148888170.48962215
2020-03-20,3,9,20,34,40,6,12,4,20,80,12,3,1,2020,Printemps,True,False,Milieu,Début,79,286,26.18610313602403,11.256478309631348,Dernier Croissant,401786.5071619411,149015991.784674
2020-03-24,7,12,26,30,33,10,11,1,24,84,13,3,1,2020,Printemps,True,False,Fin,Début,83,282,0.43874660608707927,0.3612242043018341,Nouvelle Lune,406679.4919583018,149186559.8734809
2020-03-27,11,14,27,41,46,2,3,4,27,87,13,3,1,2020,Printemps,False,False,Fin,Début,86,279,3.438746605970664,10.465349197387695,Nouvelle Lune,403141.08352785226,149313855.08158413
2020-03-31,12,17,24,30,36,1,9,1,31,91,14,3,1,2020,Printemps,False,False,Fin,Début,90,275,7.4387466058833525,43.902381896972656,Premier Quartier,387398.32169809996,149482559.5742511
2020-04-03,16,19,34,46,50,2,6,4,3,94,14,4,2,2020,Printemps,False,True,Début,Début,93,272,10.438746606239874,75.26830291748047,Premier Quartier,369913.071005981,149608963.10956013
2020-04-07,4,5,14,33,48,7,12,1,7,98,15,4,2,2020,Printemps,False,True,Début,Début,97,268,14.438746605890628,99.70049285888672,Lune Gibbeuse Croissante,356912.5513281492,149779040.77833018
2020-04-10,3,10,17,33,39,1,4,4,10,101,15,4,2,2020,Printemps,True,True,Début,Début,100,265,17.438746605963388,89.27816772460938,Pleine Lune,365629.87197557575,149908261.99966896
2020-04-14,6,29,34,35,40,4,11,1,14,105,16,4,2,2020,Printemps,True,True,Milieu,Début,104,261,21.438746605927008,51.37566375732422,Lune Gibbeuse Décroissante,389702.1812801732,150081300.02211583
2020-04-17,16,28,32,37,45,1,11,4,17,108,16,4,2,2020,Printemps,False,True,Milieu,Début,107,258,24.43874660624715,23.30944061279297,Dernier Quartier,402535.89544974203,150209718.7379398
2020-04-21,10,11,14,23,28,6,8,1,21,112,17,4,2,2020,Printemps,False,True,Fin,Début,111,254,28.43874660628353,1.6418365240097046,Dernier Croissant,406050.37500481535,150376675.5519301
2020-04-24,1,5,19,21,28,4,7,4,24,115,17,4,2,2020,Printemps,True,True,Fin,Début,114,251,1.7320562885215622,2.850257635116577,Nouvelle Lune,400976.5129889078,150497657.71665025
2020-04-28,15,23,26,28,32,1,5,1,28,119,18,4,2,2020,Printemps,True,True,Fin,Début,118,247,5.732056288878084,29.084144592285156,Premier Croissant,386804.5581776657,150652701.7821097
2020-05-01,19,20,38,45,47,2,6,4,1,122,18,5,2,2020,Printemps,False,False,Début,Début,121,244,8.732056288878084,60.903282165527344,Premier Quartier,372313.7955115204,150764660.21815234
2020-05-05,2,10,22,27,41,2,3,1,5,126,19,5,2,2020,Printemps,False,False,Début,Milieu,125,240,12.732056288696185,95.97442626953125,Lune Gibbeuse Croissante,359728.286823656,150909949.383243
2020-05-08,8,25,32,33,38,7,9,4,8,129,19,5,2,2020,Printemps,True,False,Début,Milieu,128,237,15.732056288485182,97.24027252197266,Pleine Lune,365887.20317103347,151016914.45163798
2020-05-12,9,16,29,37,39,4,11,1,12,133,20,5,2,2020,Printemps,True,False,Milieu,Milieu,132,233,19.732056288696185,67.3646011352539,Lune Gibbeuse Décroissante,388704.9358203531,151156354.24319854
2020-05-15,11,23,32,34,39,1,6,4,15,136,20,5,2,2020,Printemps,False,False,Milieu,Milieu,135,230,22.732056288841704,38.13862228393555,Dernier Quartier,402085.1478860687,151257024.1016663
2020-05-19,5,25,32,37,43,6,7,1,19,140,21,5,2,2020,Printemps,False,False,Milieu,Milieu,139,226,26.732056288878084,7.942516326904297,Dernier Croissant,404476.67701591767,151383588.13807827
2020-05-22,3,18,22,27,32,2,7,4,22,143,21,5,2,2020,Printemps,True,False,Fin,Milieu,142,223,0.09802851529821055,0.04939205199480057,Nouvelle Lune,397466.3176429629,151471542.74250042
2020-05-26,4,9,14,21,27,4,6,1,26,147,22,5,2,2020,Printemps,True,False,Fin,Milieu,146,219,4.098028515079932,16.754653930664062,Premier Croissant,383919.2304070473,151578489.97743952
2020-05-29,4,8,11,19,46,4,8,4,29,150,22,5,2,2020,Printemps,False,False,Fin,Milieu,149,216,7.0980285154801095,46.59104537963867,Premier Croissant,373271.89096271916,151651179.14362454
2020-06-02,10,12,22,26,49,7,11,1,2,154,23,6,2,2020,Été,True,True,Début,Milieu,153,212,11.098028515356418,88.0494613647461,Lune Gibbeuse Croissante,364429.28332151065,151739775.75245854
2020-06-05,5,11,17,24,37,3,6,4,5,157,23,6,2,2020,Été,False,True,Début,Milieu,156,209,14.098028515189071,99.98780822753906,Lune Gibbeuse Croissante,369120.4923172099,151801372.50908345
2020-06-09,5,15,27,36,46,2,8,1,9,161,24,6,2,2020,Été,False,True,Début,Milieu,160,205,18.098028515130864,81.55069732666016,Pleine Lune,388829.10822314234,151877521.36571008
2020-06-12,2,24,39,45,46,4,8,4,12,164,24,6,2,2020,Été,True,True,Milieu,Milieu,163,202,21.09802851515269,54.28590774536133,Lune Gibbeuse Décroissante,401535.02756919543,151929202.72086322
2020-06-16,4,9,11,17,39,2,10,1,16,168,25,6,2,2020,Été,True,True,Milieu,Milieu,167,198,25.098028515349142,18.652193069458008,Dernier Quartier,402728.0230721222,151988730.79660556
2020-06-19,5,14,19,24,43,3,11,4,19,171,25,6,2,2020,Été,False,True,Milieu,Milieu,170,195,28.098028515451006,2.2263295650482178,Dernier Croissant,393501.57815777557,152025057.54624218
2020-06-23,2,12,19,46,49,1,8,1,23,175,26,6,2,2020,Été,False,True,Fin,Milieu,174,191,2.5545605599108967,7.41571044921875,Nouvelle Lune,379068.2517587269,152061152.46095234
2020-06-26,1,10,12,21,26,5,11,4,26,178,26,6,2,2020,Été,True,True,Fin,Milieu,177,188,5.55456055967079,33.11715316772461,Premier Croissant,371943.85579482355,152078932.41646913
2020-06-30,1,6,11,28,42,2,10,1,30,182,27,6,2,2020,Été,True,True,Fin,Milieu,181,184,9.554560559932725,77.35946655273438,Premier Quartier,369147.3818249107,152091897.33889714
2020-07-03,4,16,27,37,39,3,6,4,3,185,27,7,3,2020,Été,False,False,Début,Milieu,184,181,12.55456056001276,97.72039031982422,Lune Gibbeuse Croissante,374369.48444285785,152095214.36169165
2020-07-07,12,16,23,33,41,8,10,1,7,189,28,7,3,2020,Été,False,False,Début,Milieu,188,177,16.55456055961986,92.2607421875,Pleine Lune,390751.290052126,152092485.8429413
2020-07-10,15,17,23,30,38,2,7,4,10,192,28,7,3,2020,Été,True,False,Début,Milieu,191,174,19.554560559736274,70.01228332519531,Lune Gibbeuse Décroissante,401750.7357572666,152084728.28963158
2020-07-14,11,22,30,37,47,9,10,1,14,196,29,7,3,2020,Été,True,False,Milieu,Milieu,195,170,23.554560560078244,32.777034759521484,Dernier Quartier,401613.3275864381,152065361.15654105
2020-07-17,7,15,27,41,43,7,9,4,17,199,29,7,3,2020,Été,False,False,Milieu,Milieu,198,167,26.554560559983656,9.366337776184082,Dernier Croissant,390240.59839162225,152042855.33521488
2020-07-21,14,15,24,29,42,2,4,1,21,203,30,7,3,2020,Été,False,False,Fin,Milieu,202,163,1.102131317878957,1.6384227275848389,Nouvelle Lune,373348.58875540976,152000714.8789599
2020-07-24,8,9,27,28,50,4,12,4,24,206,30,7,3,2020,Été,True,False,Fin,Milieu,205,160,4.102131318206375,20.88745880126953,Premier Croissant,368416.6629362388,151959751.43079332
2020-07-28,9,13,15,17,34,2,7,1,28,210,31,7,3,2020,Été,True,False,Fin,Milieu,209,156,8.102131318169995,64.86508178710938,Premier Quartier,372393.0707958818,151894052.97931498
2020-07-31,21,24,30,46,49,2,5,4,31,213,31,7,3,2020,Été,False,False,Fin,Milieu,212,153,11.102131317900785,91.21728515625,Lune Gibbeuse Croissante,380056.7894764159,151838341.26313192
2020-08-04,1,2,5,15,42,5,8,1,4,217,32,8,3,2020,Été,True,True,Début,Milieu,216,149,15.102131318039028,98.43733978271484,Pleine Lune,394170.9597108761,151757520.04106358
2020-08-07,5,20,21,36,41,6,11,4,7,220,32,8,3,2020,Été,False,True,Début,Milieu,219,146,18.102131317864405,83.5779037475586,Pleine Lune,402947.1795260773,151692303.0928941
2020-08-11,8,13,14,42,50,3,9,1,11,224,33,8,3,2020,Été,False,True,Milieu,Milieu,223,142,22.10213131812634,48.83428955078125,Lune Gibbeuse Décroissante,401501.2066987583,151598499.11494187
2020-08-14,9,10,19,42,49,4,12,4,14,227,33,8,3,2020,Été,True,True,Milieu,Milieu,226,139,25.10213131779892,20.9788818359375,Dernier Quartier,388603.05523741944,151522118.42338875
2020-08-18,6,12,17,34,42,5,12,1,18,231,34,8,3,2020,Été,True,True,Milieu,Milieu,230,135,29.102131317958992,0.24074970185756683,Dernier Croissant,368344.7718172046,151410712.82447854
2020-08-21,10,15,35,44,50,3,5,4,21,234,34,8,3,2020,Été,False,True,Fin,Milieu,233,132,2.7210819844622165,10.479583740234375,Nouvelle Lune,363608.56121017184,151319369.86343837
2020-08-25,7,18,30,37,39,8,10,1,25,238,35,8,3,2020,Été,False,True,Fin,Milieu,237,128,6.7210819844549405,51.07399368286133,Premier Croissant,373370.5322655801,151188258.29577583
2020-08-28,7,12,16,17,31,7,9,4,28,241,35,8,3,2020,Été,True,True,Fin,Milieu,240,125,9.721081984229386,81.23310852050781,Premier Quartier,384666.5984986738,151084842.08510187
2020-09-01,4,8,10,33,46,8,11,1,1,245,36,9,3,2020,Automne,False,False,Début,Fin,244,121,13.72108198456408,99.68461608886719,Lune Gibbeuse Croissante,398106.6153373457,150942745.1086145
2020-09-04,6,22,29,40,43,4,7,4,4,248,36,9,3,2020,Automne,True,False,Début,Fin,247,118,16.721081984193006,93.57171630859375,Pleine Lune,404656.09133478644,150833871.8604399
2020-09-08,2,9,31,35,41,9,12,1,8,252,37,9,3,2020,Automne,True,False,Début,Fin,251,114,20.721081984236662,65.01364135742188,Lune Gibbeuse Décroissante,402048.50570718106,150685711.50895184
2020-09-11,34,38,42,43,45,9,12,4,11,255,37,9,3,2020,Automne,False,False,Milieu,Fin,254,111,23.721081984578632,35.840354919433594,Dernier Quartier,388749.76327684394,150571827.0596737
2020-09-15,16,20,25,30,38,6,8,1,15,259,38,9,3,2020,Automne,False,False,Milieu,Fin,258,107,27.721081984534976,4.004460334777832,Dernier Croissant,365640.5650829127,150414874.8144346
2020-09-18,2,10,19,25,45,1,7,4,18,262,38,9,3,2020,Automne,True,False,Milieu,Fin,261,104,1.3748687521438114,3.0294928550720215,Nouvelle Lune,359141.6288208007,150292465.97324368
2020-09-22,16,25,28,39,40,1,6,1,22,266,39,9,3,2020,Automne,True,False,Fin,Fin,265,100,5.3748687517800136,36.455387115478516,Premier Croissant,372116.54773676716,150123476.14528257
2020-09-25,19,23,34,37,45,1,7,4,25,269,39,9,3,2020,Automne,False,False,Fin,Fin,268,97,8.374868752194743,68.30229187011719,Premier Quartier,387183.31012939924,149994076.58938497
2020-09-29,4,14,16,41,44,11,12,1,29,273,40,9,3,2020,Automne,False,False,Fin,Fin,272,93,12.374868751954637,95.995361328125,Lune Gibbeuse Croissante,401406.53612630913,149821002.90002632
2020-10-02,6,12,15,40,45,3,9,4,2,276,40,10,4,2020,Automne,True,True,Début,Fin,275,90,15.374868751998292,99.03125,Pleine Lune,406038.77629229677,149692067.0139817
2020-10-06,4,21,36,41,47,9,11,1,6,280,41,10,4,2020,Automne,True,True,Début,Fin,279,86,19.374868751903705,79.53924560546875,Lune Gibbeuse Décroissante,402293.1932610645,149522016.09539545
2020-10-09,11,15,35,41,50,5,8,4,9,283,41,10,4,2020,Automne,False,True,Début,Fin,282,83,22.37486875220202,52.124351501464844,Dernier Quartier,389810.4707613153,149395773.06118938
2020-10-13,5,14,38,41,46,1,10,1,13,287,42,10,4,2020,Automne,False,True,Milieu,Fin,286,79,26.37486875183822,12.980868339538574,Dernier Croissant,366029.5921703609,149228040.49186814
2020-10-16,15,33,38,40,50,3,6,4,16,290,42,10,4,2020,Automne,True,True,Milieu,Fin,289,76,0.020117179708904587,0.14094723761081696,Nouvelle Lune,356936.3408796513,149101619.1231032
2020-10-20,5,6,15,37,42,3,4,1,20,294,43,10,4,2020,Automne,True,True,Milieu,Fin,293,72,4.020117179577937,22.0057315826416,Premier Croissant,369641.56360633386,148931915.95690674
2020-10-23,10,15,19,21,23,3,12,4,23,297,43,10,4,2020,Automne,False,True,Fin,Fin,296,69,7.020117179643421,52.97868347167969,Premier Croissant,387406.297989892,148805066.58520058
2020-10-27,13,15,28,32,44,3,12,1,27,301,44,10,4,2020,Automne,False,True,Fin,Fin,300,65,11.020117179847148,87.50700378417969,Premier Quartier,403255.92123107694,148639482.9473134
2020-10-30,12,16,20,21,28,3,9,4,30,304,44,10,4,2020,Automne,True,True,Fin,Fin,303,62,14.020117179432418,99.33145141601562,Lune Gibbeuse Croissante,406393.46004478,148519535.12303454
2020-11-03,5,7,18,20,30,6,7,1,3,308,45,11,4,2020,Automne,False,False,Début,Fin,307,58,18.020117179505178,90.9444580078125,Pleine Lune,401148.1600017957,148366461.65445033
2020-11-06,7,12,37,40,50,1,2,4,6,311,45,11,4,2020,Automne,True,False,Début,Fin,310,55,21.020117179708905,67.92236328125,Lune Gibbeuse Décroissante,390160.4175020793,148257017.7356874
2020-11-10,3,19,29,32,38,5,12,1,10,315,46,11,4,2020,Automne,True,False,Début,Fin,314,51,25.02011717964342,25.999549865722656,Dernier Quartier,368783.3285418944,148117462.0266636
2020-11-13,1,5,17,28,31,1,10,4,13,318,46,11,4,2020,Automne,False,False,Milieu,Fin,317,48,28.020117179745284,3.0123841762542725,Dernier Croissant,358246.43809875695,148016364.1652546
2020-11-17,16,19,25,30,44,2,6,1,17,322,47,11,4,2020,Automne,False,False,Milieu,Fin,321,44,2.620019136033079,9.653312683105469,Nouvelle Lune,367842.8227298005,147885225.84740826
2020-11-20,28,29,39,48,50,5,7,4,20,325,47,11,4,2020,Automne,True,False,Milieu,Fin,324,41,5.6200191361349425,36.361026763916016,Premier Croissant,386174.43112609204,147790244.86136764
2020-11-24,25,33,38,42,50,8,12,1,24,329,48,11,4,2020,Automne,True,False,Fin,Fin,328,37,9.620019135858456,74.57237243652344,Premier Quartier,403538.1913999981,147670609.12256676
2020-11-27,2,5,8,14,16,8,9,4,27,332,48,11,4,2020,Automne,False,False,Fin,Fin,331,34,12.620019135829352,94.08718872070312,Lune Gibbeuse Croissante,405611.15649172355,147587799.47016728
2020-12-01,14,20,29,47,49,4,12,1,1,336,49,12,4,2020,Hiver,False,True,Début,Fin,335,30,16.620019136113115,98.0627212524414,Pleine Lune,398121.2095131574,147488146.11868495
2020-12-04,14,20,27,34,38,1,11,4,4,339,49,12,4,2020,Hiver,True,True,Début,Fin,338,27,19.620019135873008,81.70073699951172,Lune Gibbeuse Décroissante,388280.5901308212,147421948.33044183
2020-12-08,1,4,21,24,46,2,12,1,8,343,50,12,4,2020,Hiver,True,True,Début,Fin,342,23,23.620019135982147,41.10588455200195,Dernier Quartier,371766.6009960032,147344542.21517536
2020-12-11,6,9,13,24,41,3,12,4,11,346,50,12,4,2020,Hiver,False,True,Milieu,Fin,345,20,26.620019135982147,11.361825942993164,Dernier Croissant,362574.3600927475,147293386.9469708
2020-12-15,9,13,21,29,35,1,2,1,15,350,51,12,4,2020,Hiver,False,True,Milieu,Fin,349,16,1.1551576455967734,1.8602999448776245,Nouvelle Lune,368686.18497068004,147232494.6118533
2020-12-18,2,3,13,17,21,7,8,4,18,353,51,12,4,2020,Hiver,True,True,Milieu,Fin,352,13,4.155157645363943,20.527374267578125,Premier Croissant,385210.3795792757,147192199.9182824
2020-12-22,2,10,16,42,50,4,11,1,22,357,52,12,4,2020,Hiver,True,True,Fin,Fin,356,9,8.155157645371219,58.174800872802734,Premier Quartier,402904.89473028877,147147259.60945356
2020-12-25,16,21,27,30,32,3,5,4,25,360,52,12,4,2020,Hiver,False,True,Fin,Fin,359,6,11.155157645269355,83.3599853515625,Lune Gibbeuse Croissante,404282.529197363,147121606.18316376
2020-12-29,7,32,39,40,45,3,8,1,29,364,53,12,4,2020,Hiver,False,True,Fin,Fin,363,2,15.155157645538566,99.88726043701172,Pleine Lune,393831.94989422883,147099804.783345
2021-01-01,16,28,32,44,48,1,9,4,1,1,53,1,1,2021,Hiver,False,False,Début,Début,0,364,18.155157645596773,92.2923812866211,Pleine Lune,383770.0493688576,147093402.5726825
2021-01-05,12,34,37,38,42,1,3,1,5,5,1,1,1,2021,Hiver,False,False,Début,Début,4,360,22.155157645393047,56.54169464111328,Dernier Quartier,372651.7255681435,147097860.9366536
2021-01-08,18,23,37,41,42,4,6,4,8,8,1,1,1,2021,Hiver,True,False,Début,Début,7,357,25.155157645596773,23.53662872314453,Dernier Quartier,367692.73608642915,147109675.60117707
2021-01-12,2,10,18,34,35,6,9,1,12,12,2,1,1,2021,Hiver,True,False,Milieu,Début,11,353,29.155157645451254,0.2276812046766281,Dernier Croissant,372782.9686575431,147134285.77029762
2021-01-15,4,10,27,38,40,3,11,4,15,15,2,1,1,2021,Hiver,False,False,Milieu,Début,14,350,2.6248823149871896,8.182479858398438,Nouvelle Lune,386212.8148534059,147158512.52011666
2021-01-19,25,27,31,35,43,5,6,1,19,19,3,1,1,2021,Hiver,False,False,Milieu,Début,18,346,6.62488231487805,40.309383392333984,Premier Croissant,402427.3621518202,147199056.88206995
2021-01-22,8,16,42,44,47,6,7,4,22,22,3,1,1,2021,Hiver,True,False,Fin,Début,21,343,9.624882314972638,68.14871215820312,Premier Quartier,403298.86781526747,147236676.55725822
2021-01-26,5,7,25,37,40,2,8,1,26,26,4,1,1,2021,Hiver,True,False,Fin,Début,25,339,13.624882314834394,95.71976470947266,Lune Gibbeuse Croissante,389814.8942943179,147297961.22840515
2021-01-29,1,5,27,36,42,1,6,4,29,29,4,1,1,2021,Hiver,False,False,Fin,Début,28,336,16.62488231509633,98.580322265625,Pleine Lune,377804.7235445383,147353066.60708812
2021-02-02,18,20,35,38,48,9,12,1,2,33,5,2,1,2021,Hiver,True,True,Début,Début,32,332,20.6248823152564,71.15735626220703,Lune Gibbeuse Décroissante,370356.50406626426,147438783.11279675
2021-02-05,12,19,37,44,45,2,6,4,5,36,5,2,1,2021,Hiver,False,True,Début,Début,35,329,23.624882315321884,37.73223114013672,Dernier Quartier,371082.90391483915,147511071.0262244
2021-02-09,5,10,24,31,37,9,10,1,9,40,6,2,1,2021,Hiver,False,True,Début,Début,39,325,27.624882315190916,4.527990818023682,Dernier Croissant,378752.4045361483,147615316.492597
2021-02-12,7,23,30,32,36,8,12,4,12,43,6,2,1,2021,Hiver,True,True,Milieu,Début,42,322,1.037737228871265,1.3721389770507812,Nouvelle Lune,389607.65003159817,147697938.8937097
2021-02-16,5,9,25,29,30,6,7,1,16,47,7,2,1,2021,Hiver,True,True,Milieu,Début,46,318,5.037737229053164,23.690900802612305,Premier Croissant,402904.9295612573,147813508.6045689
2021-02-19,4,12,25,46,48,7,12,4,19,50,7,2,1,2021,Hiver,False,True,Milieu,Début,49,315,8.037737229038612,50.604618072509766,Premier Quartier,403192.7378541738,147904726.7314179
2021-02-23,9,18,30,39,45,1,3,1,23,54,8,2,1,2021,Hiver,False,True,Fin,Début,53,311,12.037737229031336,85.77796936035156,Lune Gibbeuse Croissante,387530.0872520275,148033555.61672723
2021-02-26,6,12,22,29,33,6,11,4,26,57,8,2,1,2021,Hiver,True,True,Fin,Début,56,308,15.037737229104096,99.47779846191406,Pleine Lune,372555.76624985895,148136481.40736437
2021-03-02,2,19,24,26,49,6,7,1,2,61,9,3,1,2021,Printemps,True,False,Début,Début,60,304,19.037737228907645,84.00695037841797,Lune Gibbeuse Décroissante,365638.64937964384,148282644.41179338
2021-03-05,4,5,39,46,48,7,10,4,5,64,9,3,1,2021,Printemps,False,False,Début,Début,63,301,22.037737228740298,52.723976135253906,Lune Gibbeuse Décroissante,371463.6412317786,148398044.70482168
2021-03-09,1,16,21,32,33,11,12,1,9,68,10,3,1,2021,Printemps,False,False,Début,Début,67,297,26.03773722891492,13.38322639465332,Dernier Croissant,384264.9626006198,148556744.62873748
2021-03-12,4,6,9,11,44,10,11,4,12,71,10,3,1,2021,Printemps,True,False,Milieu,Début,70,294,29.037737228725746,0.5561496615409851,Dernier Croissant,394231.56559610844,148677548.45889878
2021-03-16,23,25,32,35,47,2,6,1,16,75,11,3,1,2021,Printemps,True,False,Milieu,Début,74,290,3.4019872665885487,10.73497486114502,Nouvelle Lune,404295.34699378,148839672.40634438
2021-03-19,3,9,35,43,44,1,10,4,19,78,11,3,1,2021,Printemps,False,False,Milieu,Début,77,287,6.401987266486685,33.426971435546875,Premier Croissant,403748.7794356962,148962009.91371176
2021-03-23,2,26,29,36,49,3,9,1,23,82,12,3,1,2021,Printemps,False,False,Fin,Début,81,283,10.4019872666031,71.62944793701172,Premier Quartier,387327.8238178067,149126835.62972385
2021-03-26,10,12,37,49,50,3,8,4,26,85,12,3,1,2021,Printemps,True,False,Fin,Début,84,280,13.401987266646756,94.55589294433594,Lune Gibbeuse Croissante,369830.6609344525,149252641.74426073
2021-03-30,24,27,28,29,42,4,8,1,30,89,13,3,1,2021,Printemps,True,False,Fin,Début,88,276,17.401987266341166,93.84374237060547,Pleine Lune,360582.0635241243,149424369.00770012
2021-04-02,4,21,34,40,47,2,5,4,2,92,13,4,2,2021,Printemps,True,True,Début,Début,91,273,20.40198726640665,67.58695220947266,Lune Gibbeuse Décroissante,369281.1327440441,149555730.24374503
2021-04-06,2,21,37,38,50,7,8,1,6,96,14,4,2,2021,Printemps,True,True,Début,Début,95,269,24.40198726666131,25.427106857299805,Dernier Quartier,387623.67806445237,149731710.78641284
2021-04-09,2,8,32,35,44,8,11,4,9,99,14,4,2,2021,Printemps,False,True,Début,Début,98,266,27.40198726647941,5.030704975128174,Dernier Croissant,398331.76271788694,149862287.35039884
2021-04-13,16,20,31,47,50,2,8,1,13,103,15,4,2,2021,Printemps,False,True,Milieu,Début,102,262,1.7285988543153508,2.7504754066467285,Nouvelle Lune,405799.20889078645,150032668.18791893
2021-04-16,6,11,29,40,48,5,9,4,16,106,15,4,2,2021,Printemps,True,True,Milieu,Début,105,259,4.728598854031588,18.847606658935547,Premier Croissant,404165.32298827864,150157252.71072775
2021-04-20,5,17,28,41,46,10,11,1,20,110,16,4,2,2021,Printemps,True,True,Milieu,Début,109,255,8.728598854038864,55.6716423034668,Premier Quartier,388290.1338161969,150319323.15780568
2021-04-23,3,14,15,19,29,2,8,4,23,113,16,4,2,2021,Printemps,False,True,Fin,Début,112,252,11.728598854206211,84.68449401855469,Lune Gibbeuse Croissante,369970.5769350147,150438682.47804034
2021-04-27,13,14,24,35,49,1,10,1,27,117,17,4,2,2021,Printemps,False,True,Fin,Début,116,248,15.728598854024312,99.24590301513672,Pleine Lune,357414.25659877365,150596490.72916192
2021-04-30,1,16,24,28,46,2,11,4,30,120,17,4,2,2021,Printemps,True,True,Fin,Début,119,245,18.728598854271695,81.14714813232422,Lune Gibbeuse Décroissante,366226.3523115549,150714031.03689635
2021-05-04,3,10,13,28,46,4,11,1,4,124,18,5,2,2021,Printemps,True,False,Début,Milieu,123,241,22.728598853987933,39.63778305053711,Dernier Quartier,388513.99245090276,150867755.42662036
2021-05-07,14,22,33,38,47,8,9,4,7,127,18,5,2,2021,Printemps,False,False,Début,Milieu,126,238,25.728598854089796,13.830963134765625,Dernier Quartier,400756.2071129914,150978840.02332467
2021-05-11,14,25,34,43,46,5,6,1,11,131,19,5,2,2021,Printemps,False,False,Milieu,Milieu,130,234,0.04182972614944447,0.023931117728352547,Nouvelle Lune,406509.8651415883,151119153.65422356
2021-05-14,6,16,18,29,38,6,11,4,14,134,19,5,2,2021,Printemps,True,False,Milieu,Milieu,133,231,3.041829726062133,8.131370544433594,Nouvelle Lune,403568.2156948661,151217879.66599992
2021-05-18,5,13,38,39,40,4,12,1,18,138,20,5,2,2021,Printemps,True,False,Milieu,Milieu,137,227,7.041829726411379,40.0666618347168,Premier Croissant,388930.257355737,151340698.67667615
2021-05-21,2,9,13,15,35,3,10,4,21,141,20,5,2,2021,Printemps,False,False,Fin,Milieu,140,224,10.041829726440483,71.73116302490234,Premier Quartier,371862.69963816187,151426941.2693334
2021-05-25,1,21,26,30,38,2,8,1,25,145,21,5,2,2021,Printemps,False,False,Fin,Milieu,144,220,14.041829726214928,99.36802673339844,Lune Gibbeuse Croissante,357368.6628609753,151536010.68552274
2021-05-28,11,13,16,34,40,1,12,4,28,148,21,5,2,2021,Printemps,True,False,Fin,Milieu,147,217,17.041829726214928,91.86927032470703,Pleine Lune,364303.5783561063,151614192.5561202
2021-06-01,3,10,26,35,44,6,7,1,1,152,22,6,2,2021,Été,False,True,Début,Milieu,151,213,21.04182972614217,55.018882751464844,Lune Gibbeuse Décroissante,387816.1191655493,151712633.2326024
