date,n1,n2,n3,n4,n5,e1,e2,cal_day_of_week,cal_day_of_month,cal_day_of_year,cal_iso_week,cal_month,cal_quarter,cal_year,cal_season,cal_day_even,cal_month_even,cal_month_period,cal_year_period,cal_days_since_jan1,cal_days_until_dec31,astro_moon_age_days,astro_moon_illumination_pct,astro_moon_phase,astro_earth_moon_distance_km,astro_earth_sun_distance_km
2026-01-02,8,27,42,44,46,1,10,4,2,2,1,1,1,2026,Hiver,True,False,Début,Début,1,363,13.761608792548941,99.33500671386719,Lune Gibbeuse Croissante,361086.86875094747,147100286.2866539
2026-01-06,5,14,17,18,31,10,12,1,6,6,2,1,1,2026,Hiver,True,False,Début,Début,5,359,17.76160879217059,85.2862777709961,Pleine Lune,378513.0461204491,147104628.73316175
2026-01-09,1,7,10,26,34,2,4,4,9,9,2,1,1,2026,Hiver,False,False,Début,Début,8,356,20.76160879260715,58.1448974609375,Lune Gibbeuse Décroissante,395667.4722735239,147117566.90540594
2026-01-13,6,10,18,44,47,2,10,1,13,13,3,1,1,2026,Hiver,False,False,Milieu,Début,12,352,24.76160879251256,21.80980682373047,Dernier Quartier,405437.5589445983,147145708.0987916
2026-01-16,5,17,24,29,50,5,10,4,16,16,3,1,1,2026,Hiver,True,False,Milieu,Début,15,349,27.761608792403422,3.9979310035705566,Dernier Croissant,401265.54036572267,147173715.54125816
2026-01-20,11,18,19,22,50,1,11,1,20,20,4,1,1,2026,Hiver,True,False,Milieu,Début,19,345,2.0056188936941908,4.14442777633667,Nouvelle Lune,388764.94957912056,147219048.18611643
2026-01-23,4,5,13,21,42,3,10,4,23,23,4,1,1,2026,Hiver,False,False,Fin,Début,22,342,5.0056188934031525,25.00634765625,Premier Croissant,378944.14901787473,147258798.95928288
2026-01-27,4,23,42,43,47,3,9,1,27,27,5,1,1,2026,Hiver,False,False,Fin,Début,26,338,9.005618893628707,68.40562438964844,Premier Quartier,368015.34051690146,147320511.63337106
2026-01-30,14,18,31,35,46,7,11,4,30,30,5,1,1,2026,Hiver,True,False,Fin,Début,29,335,12.005618893672363,94.0862808227539,Lune Gibbeuse Croissante,366376.64794073737,147374796.67308334
2026-02-03,26,27,28,34,37,4,9,1,3,34,6,2,1,2026,Hiver,False,True,Début,Début,33,331,16.005618893512292,95.54884338378906,Pleine Lune,379905.5882420518,147459345.08743155
2026-02-06,10,13,20,23,24,6,11,4,6,37,6,2,1,2026,Hiver,True,True,Début,Début,36,328,19.005618893483188,74.98979187011719,Lune Gibbeuse Décroissante,395203.07097018906,147531579.50049153
2026-02-10,1,17,19,34,42,5,8,1,10,41,7,2,1,2026,Hiver,True,True,Début,Début,40,324,23.005618893221254,37.947235107421875,Dernier Quartier,404565.3218308121,147637768.81355554
2026-02-13,9,13,31,37,40,6,9,4,13,44,7,2,1,2026,Hiver,False,True,Milieu,Début,43,321,26.005618893323117,13.513629913330078,Dernier Croissant,398887.83913037786,147723306.98470533
2026-02-17,1,4,6,10,41,5,12,1,17,48,8,2,1,2026,Hiver,False,True,Milieu,Début,47,317,0.3325858083771891,0.12781375646591187,Nouvelle Lune,383218.2919964637,147843192.3918886
2026-02-20,13,24,28,33,35,5,9,4,20,51,8,2,1,2026,Hiver,True,True,Milieu,Début,50,314,3.3325858083044295,12.837656021118164,Nouvelle Lune,374268.6836199484,147936595.11708343
2026-02-24,10,27,40,43,47,6,10,1,24,55,9,2,1,2026,Hiver,True,True,Fin,Début,54,310,7.3325858083117055,53.72459411621094,Premier Croissant,370139.40263945214,148065994.67298105
2026-02-27,14,24,27,39,42,6,10,4,27,58,9,2,1,2026,Hiver,False,True,Fin,Début,57,307,10.332585808515432,84.46744537353516,Premier Quartier,372298.887856992,148167859.37299305
2026-03-03,6,7,24,34,50,5,7,1,3,62,10,3,1,2026,Printemps,False,False,Début,Début,61,303,14.332585808493604,99.85761260986328,Lune Gibbeuse Croissante,383998.9584939995,148311712.94488505
2026-03-06,15,16,19,28,37,6,9,4,6,65,10,3,1,2026,Printemps,True,False,Début,Début,64,300,17.33258580830443,88.48171997070312,Pleine Lune,396419.4032220272,148425677.64471465
2026-03-10,12,14,27,44,50,4,12,1,10,69,11,3,1,2026,Printemps,True,False,Début,Début,68,296,21.33258580850088,55.50022506713867,Lune Gibbeuse Décroissante,404339.6519857429,148584252.73443925
2026-03-13,13,17,26,41,48,4,10,4,13,72,11,3,1,2026,Printemps,False,False,Milieu,Début,71,293,24.332585808559088,27.58269691467285,Dernier Quartier,397677.32365028333,148706634.82544634
2026-03-17,5,17,28,33,41,3,9,1,17,76,12,3,1,2026,Printemps,False,False,Milieu,Début,75,289,28.332585808275326,1.863954782485962,Dernier Croissant,378513.8472327252,148871986.628407
2026-03-20,5,12,16,37,46,8,10,4,20,79,12,3,1,2026,Printemps,True,False,Milieu,Début,78,286,1.7754095160998986,4.237911224365234,Nouvelle Lune,368329.96865558176,148996187.7319143
2026-03-24,12,16,17,18,27,1,3,1,24,83,13,3,1,2026,Printemps,True,False,Fin,Début,82,282,5.775409516070795,39.078670501708984,Premier Croissant,369233.93678169366,149161432.5341397
2026-03-27,4,10,43,44,48,2,4,4,27,86,13,3,1,2026,Printemps,False,False,Fin,Début,85,279,8.775409515816136,72.11621856689453,Premier Quartier,376550.49519894575,149285954.6398529
2026-03-31,5,8,10,33,38,2,7,1,31,90,14,3,1,2026,Printemps,False,False,Fin,Début,89,275,12.775409516129002,98.33699035644531,Lune Gibbeuse Croissante,389297.02745429816,149454489.71468896
2026-04-03,8,27,29,46,49,2,10,4,3,93,14,4,2,2026,Printemps,False,True,Début,Début,92,272,15.775409516209038,96.8896484375,Pleine Lune,399142.7669890074,149583167.01562324
2026-04-07,11,14,19,36,49,6,7,1,7,97,15,4,2,2026,Printemps,False,True,Début,Début,96,268,19.77540951593255,71.91182708740234,Lune Gibbeuse Décroissante,404837.4910188612,149756891.6261217
2026-04-10,10,13,14,38,41,6,9,4,10,100,15,4,2,2026,Printemps,True,True,Début,Début,99,265,22.775409515976207,44.01677703857422,Dernier Quartier,397690.97738994483,149887539.5239312
2026-04-14,1,2,4,28,44,5,12,1,14,104,16,4,2,2026,Printemps,True,True,Milieu,Début,103,261,26.775409516085347,9.257575035095215,Dernier Croissant,376058.6122614452,150059828.54123095
2026-04-17,22,23,28,41,47,6,8,4,17,107,16,4,2,2026,Printemps,False,True,Milieu,Début,106,258,0.33907214247301454,0.29910215735435486,Nouvelle Lune,363316.2597223157,150185804.07359874
2026-04-21,13,16,29,40,47,3,4,1,21,111,17,4,2,2026,Printemps,False,True,Fin,Début,110,254,4.339072142807709,25.243684768676758,Premier Croissant,366112.9775090082,150348142.02251497
2026-04-24,25,26,30,40,45,1,5,4,24,114,17,4,2,2026,Printemps,True,True,Fin,Début,113,251,7.339072142691293,58.11599349975586,Premier Croissant,378147.2861199751,150466163.8335583
2026-04-28,26,29,41,46,47,8,9,1,28,118,18,4,2,2026,Printemps,True,True,Fin,Début,117,247,11.339072142851364,92.02433776855469,Lune Gibbeuse Croissante,393928.9541415691,150620405.39350295
2026-05-01,3,9,42,46,47,1,11,4,1,121,18,5,2,2026,Printemps,False,False,Début,Début,120,244,14.339072142436635,99.82889556884766,Lune Gibbeuse Croissante,402234.32892425836,150734503.84425172
2026-05-05,3,4,8,20,31,6,8,1,5,125,19,5,2,2026,Printemps,False,False,Début,Milieu,124,240,18.339072142836812,85.24201202392578,Pleine Lune,405468.9068162702,150884287.04022527
2026-05-08,2,17,19,34,37,8,11,4,8,128,19,5,2,2026,Printemps,True,False,Début,Milieu,127,237,21.339072142509394,60.43254852294922,Lune Gibbeuse Décroissante,398172.5155297937,150994051.9611941
2026-05-12,4,26,32,35,36,5,7,1,12,132,20,5,2,2026,Printemps,True,False,Milieu,Milieu,131,233,25.33907214278588,21.01937484741211,Dernier Quartier,375993.5131812732,151134971.9295931
2026-05-15,3,10,38,41,43,2,9,4,15,135,20,5,2,2026,Printemps,False,False,Milieu,Milieu,134,230,28.339072142582154,1.6827946901321411,Dernier Croissant,360894.7759595358,151234732.28181073
2026-05-19,2,12,20,38,45,2,5,1,19,139,21,5,2,2026,Printemps,False,False,Milieu,Milieu,138,226,2.9993263232754543,13.273813247680664,Nouvelle Lune,362569.30960231146,151357907.96160465
2026-05-22,6,22,26,31,37,5,8,4,22,142,21,5,2,2026,Printemps,True,False,Fin,Milieu,141,223,5.999326323260902,43.27032470703125,Premier Croissant,377511.6557753746,151443062.71345294
2026-05-26,6,23,25,35,37,6,12,1,26,146,22,5,2,2026,Printemps,True,False,Fin,Milieu,145,219,9.999326323631976,81.95246124267578,Premier Quartier,396762.83657167706,151548797.2733919
2026-05-29,5,14,18,31,35,2,12,4,29,149,22,5,2,2026,Printemps,False,False,Fin,Milieu,148,216,12.9993263236247,97.70242309570312,Lune Gibbeuse Croissante,404512.4135896236,151623341.11898893
2026-06-02,6,9,17,18,42,7,9,1,2,153,23,6,2,2026,Été,True,True,Début,Milieu,152,212,16.9993263232318,94.49015808105469,Pleine Lune,405398.0606262917,151716895.42855877
2026-06-05,5,6,16,17,49,2,12,4,5,156,23,6,2,2026,Été,False,True,Début,Milieu,155,209,19.999326323704736,75.04161071777344,Lune Gibbeuse Décroissante,398033.12199375936,151782379.8785665
2026-06-09,2,7,23,44,46,3,5,1,9,160,24,6,2,2026,Été,False,True,Début,Milieu,159,205,23.999326323304558,35.17048645019531,Dernier Quartier,377307.9294404758,151862041.92600238
2026-06-12,4,7,14,22,23,1,7,4,12,163,24,6,2,2026,Été,True,True,Milieu,Milieu,162,202,26.999326323370042,8.06581974029541,Dernier Croissant,361471.92510798393,151914418.785935
2026-06-16,18,25,31,37,45,4,9,1,16,167,25,6,2,2026,Été,True,True,Milieu,Milieu,166,198,1.7124442408312461,4.5513505935668945,Nouvelle Lune,360497.4242706102,151972110.01572123
2026-06-19,8,34,39,41,42,2,7,4,19,170,25,6,2,2026,Été,False,True,Milieu,Milieu,169,195,4.712444241136836,28.588336944580078,Premier Croissant,375962.1304786328,152006047.08226937
2026-06-23,3,33,36,45,46,5,6,1,23,174,26,6,2,2026,Été,False,True,Fin,Milieu,173,191,8.712444240874902,68.9250717163086,Premier Quartier,397705.43224188243,152040465.65212637
2026-06-26,6,16,26,34,35,11,12,4,26,177,26,6,2,2026,Été,True,True,Fin,Milieu,176,188,11.712444240729383,91.04559326171875,Lune Gibbeuse Croissante,405422.3726423217,152059600.95029038
2026-06-30,1,8,37,44,48,2,6,1,30,181,27,6,2,2026,Été,True,True,Fin,Milieu,180,184,15.712444240816694,99.27427673339844,Pleine Lune,404069.50299386826,152077398.73926306
2026-07-03,2,12,17,25,39,1,2,4,3,184,27,7,3,2026,Été,False,False,Début,Milieu,183,181,18.71244424104225,86.82064819335938,Lune Gibbeuse Décroissante,396382.726212171,152085138.45911694
2026-07-07,5,29,33,45,47,5,8,1,7,188,28,7,3,2026,Été,False,False,Début,Milieu,187,177,22.712444241049525,49.90285110473633,Dernier Quartier,378493.4362851699,152087367.6411025
2026-07-10,2,14,28,33,48,8,10,4,10,191,28,7,3,2026,Été,True,False,Début,Milieu,190,174,25.712444241085905,18.224403381347656,Dernier Quartier,364196.22931111435,152081678.76867533
2026-07-14,10,19,37,42,47,9,12,1,14,195,29,7,3,2026,Été,True,False,Milieu,Milieu,194,170,0.4281132339674514,0.33167970180511475,Nouvelle Lune,361133.99505136086,152061954.96646714
